id,text,aspects_json
202292884,"This game SHOULD NOT have been taken out of ""EARLY ACCESS"". Buyer's of the campaign missions, beware that you're constantly connected online while playing a single player game, there is no manual save to this game. The issue with that is, this game likes to lose connection to their servers. (Not like anyone really plays this game) and you lose your progression in the mission you're doing and this can happen many times over and gets rather annoying. (Save your money)

This game still would have several more years before it's even polished, the maps in the campaign are rushed  and not thought out properly. The overlays of conversations with everyone with a static picture taking up the whole screen with writting is obnoxious. The old style they had was so much better, and why is the character ""Blockade"" look more with realism then anyone else? Constantly poor choices this company has made, get your act together and you shouldn't of rushed this and put out anything until the time was right. The game still feels like it's in it's alpha stage they way they change everything constantly.","[{""aspect"": ""Performance"", ""sentiment"": ""Negative"", ""snippet"": ""you're constantly connected online while playing a single player game, there is no manual save to this game""}, {""aspect"": ""Bugs"", ""sentiment"": ""Negative"", ""snippet"": ""this game likes to lose connection to their servers and you lose your progression in the mission you're doing""}, {""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""lose your progression in the mission you're doing""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Negative"", ""snippet"": ""maps in the campaign are rushed and not thought out properly""}, {""aspect"": ""Controls"", ""sentiment"": ""Negative"", ""snippet"": ""overlays of conversations with everyone with a static picture taking up the whole screen with writing is obnoxious""}, {""aspect"": ""General"", ""sentiment"": ""Negative"", ""snippet"": ""The game still feels like it's in its alpha stage""}]"
202282432,"I wanted the RTS to be saved. It deserves to be saved.

It has not yet been saved.","[{""aspect"": ""General"", ""sentiment"": ""Negative"", ""snippet"": ""It has not yet been saved""}]"
202275953,It's a great game i like it alot,"[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""it's a great game i like it alot""}]"
202273238,Why can't i save during the campaign?! idiotic.,"[{""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""Why can't i save during the campaign?! idiotic.""}]"
202267397,"First, a necessary warning: the entirety of the game is online-only, so any time and money invested could be lost soon!

Also, this is not a review of the Ashes of Earth campaign, which is a separate DLC (with the first 3 missions free). This game has other game modes that are part of the free-to-play content.

The free-to-play game modes available right now are:

[list]
[*]1v1 Ladder
[*]1v1 AI Skirmish
[*]3-player Hero Co-op
[*]Custom games
[/list]

The 1v1 ladder and 1v1 AI Skirmish play basically the same, where you go head-to-head with one of the three distinct factions, Vanguard (humans), Infernals (demons), and Celestials (angels). The 1v1 AI Skirmish also has a couple enemy personalities to play against, which give some gimmicks and buffs to their base faction. I haven't tried the 1v1 AI Skirmish, but the basic RTS gameplay and the faction design of both modes is good. A lot of elements will be familiar to StarCraft players, but there are plenty of small differences and some new ideas that make Stormgate unique.

My personal favorites are:

[list]
[*]Vulcan mechs that can dash through tree lines, opening new paths
[*]Atlas mechs that walk around on four legs and deploy into a siege mode by squatting (I just like the animations)
[*]Sentry posts (bunkers) that can be loaded with a worker to turn them into repair stations
[/list]

There are some significant improvements to the StarCraft 2 formula, such as:

[list]
[*]Quick-macro shortcuts: makes base-building and unit production easier in mid- to late-game.
[*]Automated control groups: units can be added to controls automatically, and you can customise this.
[*]Stormgates: capture points that give you special units.
[/list]

The faction designs are still evolving, and while it would have been better to release the game in a more finished and balanced state, the changes are going in the right direction and what's here today is enough to create some fun games.

[h3]Sigma Labs[/h3]

The other two game modes, Co-op and custom games, are more interesting to me, and sadly those are the least complete game modes (classed under ""Sigma Labs"" in the game). The Co-op is outdated and only gives you a single free hero to play until max level. The other six heroes are free-to-try until level 5/20, then about $10 each. Also, it's almost unplayably laggy on my machine, which to be fair is below the minimum system requirements.

The custom games are created with the editor, which is capable of making regular 1v1/team melee maps only. A few madmen have gone far beyond the limitations in order to create some real custom games, like [i]Stormgate Battle Arena[/i], and [i]Run From Your Doom[/i], which I have enjoyed the last few days. I want to see a thriving custom games scene and that will only possible with the full editor functionality, and a better custom games browser.

There's a notable lack of regular team melee matchmaking, but with the current player counts it probably wouldn't work well anyway. I have played a couple 2v2 custom games and that works fine for me.

[h3]Conclusion[/h3]

Overall the game is very rough around the edges (many missing tooltips/explanations, inconsistent framerates/latency, some visual noise / legibility issues, several bugs), and the factions are a bit generic and lacking backstory/campaigns, so I wouldn't recommend this game to everyone in its current state. If the developers can keep the lights on for a few more patches, then this game could really shine. The developers are responsive to feedback, sometimes it just takes a while, as seen during the game's evolution in Early Access.

If you want to try a new Blizzard-style RTS, Stormgate is worth checking out. It's free and getting better with every patch. There is also the Ashes of Earth campaign DLC, which is pretty good, just a bit short.","[{""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""the entirety of the game is online-only, so any time and money invested could be lost soon""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""the basic RTS gameplay and the faction design of both modes is good""}, {""aspect"": ""Controls"", ""sentiment"": ""Positive"", ""snippet"": ""Quick-macro shortcuts: makes base-building and unit production easier in mid- to late-game""}, {""aspect"": ""Controls"", ""sentiment"": ""Positive"", ""snippet"": ""Automated control groups: units can be added to controls automatically, and you can customise this""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""Stormgates: capture points that give you special units""}, {""aspect"": ""Performance"", ""sentiment"": ""Negative"", ""snippet"": ""the Co-op is outdated and almost unplayably laggy on my machine""}, {""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""The other six heroes are free-to-try until level 5/20, then about $10 each""}, {""aspect"": ""Support"", ""sentiment"": ""Positive"", ""snippet"": ""the developers are responsive to feedback, sometimes it just takes a while""}, {""aspect"": ""General"", ""sentiment"": ""Negative"", ""snippet"": ""Overall the game is very rough around the edges (many missing tooltips/explanations, inconsistent framerates/latency, some visual noise / legibility issues, several bugs), and the factions are a bit generic and lacking backstory/campaigns""}]"
202267174,"I honestly enjoy this game. It does need some work; the units really need some more character, e.g. in their voice responses. There's actions that seem to be missing audio cues. But I think the game is basically solid. The story may not be amazing, but I'm enjoying it so far. The interface is pretty good. It takes a lot of cues from StarCraft 2 and then adds new improvements such as a special way to handle attack-moving vs. moving with the mouse. I hope that by supporting the devs they'll continue to add and improve. Give this game a try if you like RTS's. It's not perfect, but it really does have certain charms.","[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""I honestly enjoy this game""}, {""aspect"": ""Audio"", ""sentiment"": ""Negative"", ""snippet"": ""the units really need some more character, e.g. in their voice responses. There's actions that seem to be missing audio cues""}, {""aspect"": ""Narrative"", ""sentiment"": ""Neutral"", ""snippet"": ""The story may not be amazing, but I'm enjoying it so far""}, {""aspect"": ""Controls"", ""sentiment"": ""Positive"", ""snippet"": ""It takes a lot of cues from StarCraft 2 and then adds new improvements such as a special way to handle attack-moving vs. moving with the mouse""}, {""aspect"": ""Controls"", ""sentiment"": ""Positive"", ""snippet"": ""The interface is pretty good""}, {""aspect"": ""Support"", ""sentiment"": ""Positive"", ""snippet"": ""I hope that by supporting the devs they'll continue to add and improve""}]"
202262922,"Yeaaaah, no... This game should still be cooking in the early access. Not be released.

If you wished for some cinematic feeling like in Warcraft or Starcraft, this just has their guts on them, smelling like them but isn't actually them... Its a poor disguise.

I won't mention the ridiculousnes and marketing move to pay for the game and rest of the (only first) campaign seperately.

But i will mention how it requires you to be online in order to play SINGLEPLAYER CAMPAIGN! Also, god forbid if your conection gets interupted cause it will boot you out of whatever mission you were doing and back to the main screen!
It did this to me several times even with my internet being fine.

I do not care about the co-op or multiplayer but i heard that might be the only thing thats actually sort of good and actually thought out.

Im here for the campaign only and let me tell you, the 12 missions are definitely not worth the 24,50� price tag.

I can see the potential it has, the characters, the spirit... but as of now, it falls flat on its face. If you wished for cinematic cutscenes or animated conversations as you could have seen in Starcraft 2, this won't be it. Stills of the characters in dialogues with like 1 or 2 alts for different mood is a cheap move. The whole thing has a very bland and underwhelming tone to it. Ofcourse it ends with a cliffhanger but im sure as hell not looking forward to more campaigns.

The units are recognizable from each other and look nice but there isn't much strategy to what you produce for an army. You can never go wrong with a muderball of mixed forces. 

I appreciate the command limit of 300 but the static defense could use some work.

In the campaign there is also an upgrade table and overall faction bonus table, think? But don't worry, the 12 missions definitely don't give you enough money to buy every upgrade, why would you want that?

For the sound, well, the soundtrack isn't very memorable. Same goes for the units, cause you will always hear only your hero anyway. The impact of gunshots and fighting is somewhat convincing but it could be better.

As for characters themselves, the design has improved since early access. Main character Amara definitely looks and acts as a protagonist now. The voice acting is very good too but the scenes don't let it show enough, as i mentioned before with the stills of characters.

So, i do not recommend it as of now. Either wait for big sale or wait till all the campaigns are out... Or just stay far from this and hope for something better to come this way.

Zerospace, don't screw this up...","[{""aspect"": ""Gameplay"", ""sentiment"": ""Negative"", ""snippet"": ""I can see the potential it has, the characters, the spirit... but as of now, it falls flat on its face""}, {""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""the 12 missions are definitely not worth the 24,50� price tag""}, {""aspect"": ""Monetization"", ""sentiment"": ""Negative"", ""snippet"": ""ridiculousnes and marketing move to pay for the game and rest of the (only first) campaign""}, {""aspect"": ""Performance"", ""sentiment"": ""Negative"", ""snippet"": ""it requires you to be online in order to play SINGLEPLAYER CAMPAIGN! Also, god forbid if your conection gets interupted cause it will boot you out""}, {""aspect"": ""Controls"", ""sentiment"": ""Neutral"", ""snippet"": ""The units are recognizable from each other and look nice but there isn't much strategy to what you produce for an army""}, {""aspect"": ""Balance"", ""sentiment"": ""Neutral"", ""snippet"": ""You can never go wrong with a muderball of mixed forces""}, {""aspect"": ""Audio"", ""sentiment"": ""Negative"", ""snippet"": ""the soundtrack isn't very memorable. Same goes for the units, cause you will always hear only your hero anyway""}, {""aspect"": ""Art"", ""sentiment"": ""Neutral"", ""snippet"": ""the units are recognizable from each other and look nice""}, {""aspect"": ""Narrative"", ""sentiment"": ""Negative"", ""snippet"": ""If you wished for cinematic cutscenes or animated conversations as you could have seen in Starcraft 2, this won't be it""}]"
202256233,"I'm mostly interested in 1v1 and that part feels fun, especially for a free to play game. It also made huge progress in the past year, so I really hope the project will survive and get a chance to improve even more.","[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""I'm mostly interested in 1v1 and that part feels fun""}, {""aspect"": ""General"", ""sentiment"": ""Positive"", ""snippet"": ""It also made huge progress in the past year, so I really hope the project will survive and get a chance to improve even more""}]"
202250950,"Holy fuckin cow what a disappointment. It is a soulless Warcraft + Starcraft, extremely sterile, NOTHING new. 

Somehow the developers managed to create a game, where the winning strategy is spamming one type of units (in 1v1 at least)...

I was waiting for SG to become the next SC2... Seems like I need to wait more. :S

Would only recommend if you are not an SC/WC oldboy, and you have not played any games like those. Otherwise, the bar is just... Too high, even if it is low. :)","[{""aspect"": ""Gameplay"", ""sentiment"": ""Negative"", ""snippet"": ""the winning strategy is spamming one type of units (in 1v1 at least)""}, {""aspect"": ""Nostalgia/DevPedigree"", ""sentiment"": ""Negative"", ""snippet"": ""It is a soulless Warcraft + Starcraft, extremely sterile, NOTHING new""}]"
202247148,"I so desperately wanted to love this game, like I loved Warcraft and Starcraft - and the devs used these as their credentials for buy in. I ignored the initial negatives and bought it anyway, but it really wasn't worth it. It feels like a crappy SC2 mod, and to be honest I bet this campaign will be made by someone in the SC2 editor and it will be better than this.

I wrote some notes as I was playing as I got more and more disappointed:

- Constant crashes (not crashes to desktop, full system locks that needed me to turn the power to my PC off and on)
- No save during the campaign, which I just can't get past. There's even a post by someone from FG responding to a complaint about this and they say that it's only because the game is in early access and will be added in the future :|
- Crashes + No save meant some VERY frustrating missions, kept getting crashes during the same section of a few missions, redoing ~15/20 minutes numerous times. How was it released like this...

- Very distinct unit profiles on the screen. In a blob of units I could only pick out the big stuff like Battleships and Firestarters.
- Very uninspired units for the human faction in the campaign, about 75% have a direct SC2 counterpart, with minor variance.
- Movement is very janky a lot of the time. Units just glide across the ground.
- Why arent unit stats on their card at the bottom? Why the need to hover over the weapon and armour?
- Units creep forwards whilst on defence - this is so frustrating, on heavy defensive missions you have to constantly go back to your defences and move the units back.
- Hero portraits in top right often dont work - heroes dont appear in ""select all combat units"" button , just buggy as hell.

- Saturday cartoon characters - similar to the worst of the new blizzard. The saturday cartoon villains constantly telling us they will crush us and having tantrums over the intercom. Did they not learn that this was terrible from D3?
- Underwhelming, boring story. Basically just burning legion 2.0. The narrative felt all over the place, multiple threads that stopped and started with the ship conversations, very hard to keep track. I still have no idea what the arkulus was, other than a huge deus ex machina at the end. Why didn't she just do that with the arkulus to start with?
- Mostly lacklustre missions which mostly don't showcase the units they are supposed to. 

- Profile missing in end of mission screen, not that I care about storm points or whatever they're called, but they dont work half the time
- AI talking heads, just don't put something like that in, it looks so bad.

- Tedious ship conversations - 2 per char, felt forced, like some corporate mandate
- They were also very janky, another thing that lacked polish and felt unfinished.

As so many others have said, you need a solid campaign for something like this to get a critical mass of people to stay for custom games / multiplayer, but this campaign won't do that.

","[{""aspect"": ""Nostalgia/DevPedigree"", ""sentiment"": ""Negative"", ""snippet"": ""I so desperately wanted to love this game, like I loved Warcraft and Starcraft - and the devs used these as their credentials for buy in. It feels like a crappy SC2 mod""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Negative"", ""snippet"": ""Constant crashes and janky unit movement make missions frustrating and repetitive""}, {""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""No save during the campaign prevents meaningful progression and makes missions very frustrating""}, {""aspect"": ""Controls"", ""sentiment"": ""Negative"", ""snippet"": ""Units creep forwards whilst on defence and hero selection is buggy""}, {""aspect"": ""Graphics"", ""sentiment"": ""Negative"", ""snippet"": ""Saturday cartoon characters and janky AI talking heads make the presentation feel cheap and unpolished""}, {""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""Underwhelming, boring story and lacklustre missions fail to showcase units and narrative effectively""}]"
202246777,"Stormgate had a rough start with early access but it is now in a great place. Another year of development and it will surely be the premier game of the genre. Just needs to get some traction with e-sports promotions like the GSL, MLG, etc. Very excited for this games future.","[{""aspect"": ""General"", ""sentiment"": ""Positive"", ""snippet"": ""Stormgate had a rough start with early access but it is now in a great place.""}, {""aspect"": ""Progression"", ""sentiment"": ""Positive"", ""snippet"": ""Another year of development and it will surely be the premier game of the genre.""}, {""aspect"": ""Support"", ""sentiment"": ""Positive"", ""snippet"": ""Just needs to get some traction with e-sports promotions like the GSL, MLG, etc.""}, {""aspect"": ""General"", ""sentiment"": ""Positive"", ""snippet"": ""Very excited for this games future.""}]"
202240696,Stormgate has come a long way. There is still a lot of improvement and I personally look really forward to the COOP overhaul but it's already fun to play in the current state. Really enjoyed the improvements in the campaign.,"[{""aspect"": ""Progression"", ""sentiment"": ""Positive"", ""snippet"": ""Stormgate has come a long way.""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""it's already fun to play in the current state.""}, {""aspect"": ""Controls"", ""sentiment"": ""Positive"", ""snippet"": ""Really enjoyed the improvements in the campaign.""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""I personally look really forward to the COOP overhaul.""}]"
202232093,Not the best RTS you will ever play but it is a great start to get there. This is a game that will only get better with time if we give it the support that it needs to not die.,"[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""Not the best RTS you will ever play but it is a great start to get there.""}, {""aspect"": ""Progression"", ""sentiment"": ""Positive"", ""snippet"": ""This is a game that will only get better with time if we give it the support that it needs to not die.""}]"
202228178,"wow, I had high hopes for this but now have lost all further interest. I took a risk backing it during Early access when it was barely even playable. Now, when they finally add some content, they put it behind (yet another) pay wall.

p.s to provide others more context. I paid the full price for this game a year ago $27.55 or such. At that time it was the campaign was supposed to be included. now, a year later, once the game gets released ... my purchase is now a free-to-play game and they expect another $25 just to access to promised campaigns. imho this was very dishonest and a disgraceful way to treat customers. Sure, I get you made the game free to play at some point ... but at least have the decency to provide those who backed your project something for the $$ they already invested.","[{""aspect"": ""Monetization"", ""sentiment"": ""Negative"", ""snippet"": ""Now, when they finally add some content, they put it behind (yet another) pay wall.""}, {""aspect"": ""Support"", ""sentiment"": ""Negative"", ""snippet"": ""At that time it was the campaign was supposed to be included. now, a year later, once the game gets released ... my purchase is now a free-to-play game and they expect another $25 just to access to promised campaigns.""} ]"
202221596,"Downloaded and enjoyed playing the first 3 campaign missions for free, got into the game enough to purchase the campaign and play through. 
-Few bugs here and there but overall enjoyed my play through.
","[{""aspect"": ""Progression"", ""sentiment"": ""Positive"", ""snippet"": ""Downloaded and enjoyed playing the first 3 campaign missions for free, got into the game enough to purchase the campaign and play through.""}, {""aspect"": ""Bugs"", ""sentiment"": ""Negative"", ""snippet"": ""Few bugs here and there but overall enjoyed my play through.""}]"
202221234,"In short: the gameplay is solid. It can be felt like StarCraft clone at first, but for me it was just first impression.

I think the problem is expectations. People always compare with SC2. ""This is like a siege tank, they're like protosses""...
When people expect nothing less than the next StarCraft, they will be disappointed.
Let's be honest, the game doesn't have the same budget as SC. I think, it's about 10 times smaller, which means no epic cinematics, no top-level voice-overs and so on...

So why play the game? The gameplay is good. The style is actually there, just don't compare it with SC2. It's not completely polished everywhere, but it definitely has its style.

So if you want to try a new rts with solid game mechanics, improved interface and some new (and a lot of old) ideas, then it's worth to try.

If you're here for ""wow, that's so epic""... The game can deliver this feeling at one time, and be completely awful at the others. So it's definitely not for everyone, but it deserve much more than ""mixed reviews"".","[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""In short: the gameplay is solid.""}, {""aspect"": ""Controls"", ""sentiment"": ""Positive"", ""snippet"": ""improved interface and some new (and a lot of old) ideas""}, {""aspect"": ""Graphics"", ""sentiment"": ""Neutral"", ""snippet"": ""It's not completely polished everywhere, but it definitely has its style.""}, {""aspect"": ""General"", ""sentiment"": ""Positive"", ""snippet"": ""So if you want to try a new rts with solid game mechanics...then it's worth to try.""} ]"
202221222,im a plat sc2 player and im having fun.,"[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""im a plat sc2 player and im having fun.""}]"
202219748,Longtime SC2 fan. I'm really hoping this game pulls through to become the next RTS. I have been really enjoying the single player and the 1v1s. I'm hoping they complete 2v2 and 3v3s soon.,"[{""aspect"": ""Nostalgia/DevPedigree"", ""sentiment"": ""Positive"", ""snippet"": ""Longtime SC2 fan. I'm really hoping this game pulls through to become the next RTS.""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""I have been really enjoying the single player and the 1v1s.""}, {""aspect"": ""Matchmaking"", ""sentiment"": ""Neutral"", ""snippet"": ""I'm hoping they complete 2v2 and 3v3s soon.""}]"
202213545,Used to be better before release what is funny. Disconnects every 10 minutes while before it was stable as a rock. ??? What happened there?,"[{""aspect"": ""Performance"", ""sentiment"": ""Negative"", ""snippet"": ""Disconnects every 10 minutes while before it was stable as a rock.""}, {""aspect"": ""General"", ""sentiment"": ""Negative"", ""snippet"": ""Used to be better before release, what is funny. ??? What happened there?""}]"
202202929,"Definitely improved from early access. Have been playing the free version (first free missions, and AI PvP), and the game itself plays really nice and smooth. I like the changes they made to Infernals. Vanguard is a little generic, not huge on Celestials yet. But game is going in the right direction and is currently fun to play","[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""Definitely improved from early access. Have been playing the free version (first free missions, and AI PvP), and the game itself plays really nice and smooth.""}, {""aspect"": ""Balance"", ""sentiment"": ""Neutral"", ""snippet"": ""I like the changes they made to Infernals. Vanguard is a little generic, not huge on Celestials yet.""}, {""aspect"": ""General"", ""sentiment"": ""Positive"", ""snippet"": ""But game is going in the right direction and is currently fun to play.""}]"
202201737,"[h1]The StarCraft 2 Successor We've Been Waiting For?[/h1]

This review is for the solo players wondering if the campaign is worth their time and money. The short answer, in my opinion, is [b]Yes.[/b]

This is the SC2 DLC campaign we haven't gotten in years since Nova Covert-Ops 9 years ago, just under a new name. The missions are creative, the gameplay is smooth and responsive, and it feels good to play.

[b]The Good:[/b]
[list]
[*]Creative mission design, scratches that Blizzard-style campaign itch.
[*]Super responsive, polished gameplay. It feels good to control the units. Managing the production requires a fraction of the APM that in SC2 (which is very good for the casual campaign enjoyers)
[*]A fair price for a 12-mission campaign of this quality. It is less than 3 eur per mission (2 eur if you include the free missions in the package)
[*]Includes a Steam achievement system. While not as satisfying as SC2's, it's great that it exists and will hopefully be improved and extended to other game modes.
[/list]

[b]The Not-So-Good:[/b]
[list]
[*]The lore is cheesy and half baked. I did enjoy it once I embraced the cringe, though...
[*]The art style has been at the center of the critics. It drastically improved since the early access release but it kept the cartoony vibe that leans on the mobile game aesthetics. Might not appeal to everyone but this was not a deal breaker for me.
[*]Many other modes (Co-op, 3v3 mayhem) are still a work-in-progress or in development. The 1v1 mode is free, so you would be buying this package only for the full campaign access.
[/list]

[b]Verdict:[/b]
If you are an RTS fan starved for a new, blizzard-style campaign, buy it. You're getting exactly what you're looking for. The game has improved immensely since early access and is on the right track... if they manage to keep working at it which I hope.","[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""The missions are creative, the gameplay is smooth and responsive, and it feels good to play.""}, {""aspect"": ""Progression"", ""sentiment"": ""Positive"", ""snippet"": ""A fair price for a 12-mission campaign of this quality. It is less than 3 eur per mission.""}, {""aspect"": ""Art"", ""sentiment"": ""Neutral"", ""snippet"": ""The art style has been at the center of the critics. It drastically improved since the early access release but it kept the cartoony vibe that leans on the mobile game aesthetics.""}, {""aspect"": ""Monetization"", ""sentiment"": ""Neutral"", ""snippet"": ""Many other modes (Co-op, 3v3 mayhem) are still a work-in-progress or in development. The 1v1 mode is free, so you would be buying this package only for the full campaign access.""}, {""aspect"": ""Nostalgia/DevPedigree"", ""sentiment"": ""Positive"", ""snippet"": ""If you are an RTS fan starved for a new, blizzard-style campaign, buy it. You're getting exactly what you're looking for.""}]"
202200041,"I'm just figuring out this game, but so far a lot to like actually. pvp is fun, and while generally fast paced it seems well balanced. Not overly prone to cheese and frustration. The campaign is a little lame tbh. Each chapter only has 3 missions in it and you only get one for free. Paying 8 buckaroonies seems a little steep for 45 min of game play. Also voice acting and writing is pretty C tier at best imho. No humor, bland lines delivered awkwardly. Sometimes I wonder if the voices are AI generated it's that bad.

This game will receive a lot of criticism for not being up to the SCII standard. And that's not wrong. I think some things are nicer personally. Macro is a little easier, don't need to mess around with making sure all your buildings are hotkeyed etc. Overall game play mechanics are good I think but overall universe is a little sparse.","[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""pvp is fun, and while generally fast paced it seems well balanced. Not overly prone to cheese and frustration.""}, {""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""The campaign is a little lame tbh. Each chapter only has 3 missions in it and you only get one for free. Paying 8 buckaroonies seems a little steep for 45 min of game play.""}, {""aspect"": ""Audio"", ""sentiment"": ""Negative"", ""snippet"": ""Also voice acting and writing is pretty C tier at best imho. No humor, bland lines delivered awkwardly. Sometimes I wonder if the voices are AI generated it's that bad.""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""Macro is a little easier, don't need to mess around with making sure all your buildings are hotkeyed etc. Overall game play mechanics are good.""}]"
202187209,"This game is simply a re-skin of starcraft 2 + warcraft III but done worse. Maybe in a few more years with more development it'll get there. I was shocked when they said it came out of early access. Tried it again and I have to say I am in agreement, this game should still be in early access. Give it some more time then try again. Until then, join the better RTS game in BEYOND ALL REASON!","[{""aspect"": ""Gameplay"", ""sentiment"": ""Negative"", ""snippet"": ""This game is simply a re-skin of starcraft 2 + warcraft III but done worse.""}, {""aspect"": ""Nostalgia/DevPedigree"", ""sentiment"": ""Neutral"", ""snippet"": ""Maybe in a few more years with more development it'll get there.""}, {""aspect"": ""Progression"", ""sentiment"": ""Negative"", ""snippet"": ""I was shocked when they said it came out of early access. Tried it again and I have to say I am in agreement, this game should still be in early access.""}]"
202184015,Yes its cool. Imagine how the game will be in 1 or 2 years.,"[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""Yes its cool.""}, {""aspect"": ""Nostalgia/DevPedigree"", ""sentiment"": ""Positive"", ""snippet"": ""Imagine how the game will be in 1 or 2 years.""}]"
202180500,"I like the direction this game is heading. I've been playing since its first iteration and I like the progression it's making. One problem I have right now is with the perks of the Stormgate. It's hard to see what I am picking in the potential heat of  battle. It would be fun if it was much more easily identifiable and usable in the moment. 

Its getting there. It's got SO much good shit on the horizon, and itll only get more interesting. once they introduce the 'heroes' into gameplay that will be cool, too. If will of course look like the past games, but with this new urgency mechanic - stormgates, it can really make its own unique mark in the genre. The silent hero in the background is the editor which opens the game up to the creativity of people like the early developers of the MOBA genre - essentially defining a large chunk of current gaming meta as we know it. 

KEEP IT UP YOU SONS OF GUNS! IM ROOTIN FOR YA! 

'and if you ever need a pizza guy out in the DC suburb area, IM YOUR MAN' 

Bussinpizzamd

","[{""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""I like the direction this game is heading. I've been playing since its first iteration and I like the progression it's making.""}, {""aspect"": ""Controls"", ""sentiment"": ""Negative"", ""snippet"": ""One problem I have right now is with the perks of the Stormgate. It's hard to see what I am picking in the potential heat of battle.""}, {""aspect"": ""Gameplay"", ""sentiment"": ""Positive"", ""snippet"": ""Its getting there. It's got SO much good shit on the horizon, and itll only get more interesting. once they introduce the 'heroes' into gameplay that will be cool, too.""}, {""aspect"": ""Nostalgia/DevPedigree"", ""sentiment"": ""Positive"", ""snippet"": ""It will of course look like the past games, but with this new urgency mechanic - stormgates, it can really make its own unique mark in the genre. The silent hero in the background is the editor which opens the game up to the creativity of people like the early developers of the MOBA genre.""} ]"
202175792,3 Unreal Engine crashes on first mission,"[{""aspect"": ""Performance"", ""sentiment"": ""Negative"", ""snippet"": ""3 Unreal Engine crashes on first mission""}]"
202172802,"Put it back in the oven and wait for it to be done. 
Map selection gives you only the name and player counts, no preview or description when playing AI skirmish. 
The story is just... sad from what I saw. Is that really the final version of the story this far ? 
But on the plus side it lets me play on a widescreen monitor without having to do screen size gymnastics.
Edit : Few modes for multiplayer, no informations of what the strength and weakness of various coop commanders are. 
And if someone told me this was a temu copy of starcraft I'd tell them it's believable. Humans got their medics , siege tanks and marines, the zerg got their creep, explosive units and disposable ones along with workers turning into buildings, and your protoss must build additional pylons before placing down structures.","[{""aspect"": ""Gameplay"", ""sentiment"": ""Negative"", ""snippet"": ""Map selection gives you only the name and player counts, no preview or description when playing AI skirmish.""}, {""aspect"": ""Narrative"", ""sentiment"": ""Negative"", ""snippet"": ""The story is just... sad from what I saw.""}, {""aspect"": ""Controls"", ""sentiment"": ""Positive"", ""snippet"": ""It lets me play on a widescreen monitor without having to do screen size gymnastics.""}, {""aspect"": ""Matchmaking"", ""sentiment"": ""Negative"", ""snippet"": ""Few modes for multiplayer, no informations of what the strength and weakness of various coop commanders are.""}, {""aspect"": ""Nostalgia/DevPedigree"", ""sentiment"": ""Neutral"", ""snippet"": ""If someone told me this was a temu copy of starcraft I'd tell them it's believable.""}]"
